Type,Date,Latitude,Longitude

Single_Gunshot,7/13/2013,38.68,-90.22

Multiple_Gunshots,7/13/2013,38.67,-90.25

Multiple_Gunshots,7/13/2013,38.67,-90.26

Multiple_Gunshots,7/13/2013,38.67,-90.26

Single_Gunshot,7/13/2013,38.67,-90.24

Single_Gunshot,7/13/2013,38.68,-90.24

Multiple_Gunshots,7/13/2013,38.67,-90.23

Single_Gunshot,7/13/2013,38.68,-90.25

Multiple_Gunshots,7/13/2013,38.66,-90.25

Single_Gunshot,7/12/2013,38.67,-90.23

Multiple_Gunshots,7/12/2013,38.67,-90.21

Multiple_Gunshots,7/12/2013,38.66,-90.23

Multiple_Gunshots,7/12/2013,38.67,-90.21

Multiple_Gunshots,7/12/2013,38.68,-90.27

Single_Gunshot,7/12/2013,38.67,-90.23

Single_Gunshot,7/12/2013,38.67,-90.25

Gunshot_or_firework,7/12/2013,38.67,-90.25

Gunshot_or_firework,7/12/2013,38.66,-90.23

Single_Gunshot,7/12/2013,38.67,-90.24

Single_Gunshot,7/12/2013,38.67,-90.24

Multiple_Gunshots,7/12/2013,38.67,-90.24

Single_Gunshot,7/12/2013,38.68,-90.26

Gunshot_or_firework,7/11/2013,38.67,-90.27

Single_Gunshot,7/11/2013,38.69,-90.28

Single_Gunshot,7/11/2013,38.67,-90.22

Multiple_Gunshots,7/11/2013,38.66,-90.26

Single_Gunshot,7/11/2013,38.67,-90.25

Single_Gunshot,7/11/2013,38.67,-90.25

Gunshot_or_firework,7/11/2013,38.69,-90.27

Single_Gunshot,7/11/2013,38.67,-90.27

Single_Gunshot,7/11/2013,38.69,-90.27

Multiple_Gunshots,7/10/2013,38.67,-90.22

Single_Gunshot,7/10/2013,38.67,-90.25

Multiple_Gunshots,7/10/2013,38.67,-90.24

Multiple_Gunshots,7/10/2013,38.68,-90.27

Multiple_Gunshots,7/10/2013,38.67,-90.23

Multiple_Gunshots,7/10/2013,38.66,-90.26

Multiple_Gunshots,7/9/2013,38.67,-90.25

Single_Gunshot,7/9/2013,38.67,-90.22

Multiple_Gunshots,7/9/2013,38.67,-90.22

Multiple_Gunshots,7/9/2013,38.67,-90.26

Single_Gunshot,7/9/2013,38.67,-90.27

Single_Gunshot,7/8/2013,38.66,-90.22

Multiple_Gunshots,7/8/2013,38.67,-90.27

Multiple_Gunshots,7/8/2013,38.68,-90.27

Single_Gunshot,7/8/2013,38.66,-90.27

Single_Gunshot,7/8/2013,38.66,-90.28

Multiple_Gunshots,7/8/2013,38.67,-90.23

Single_Gunshot,7/8/2013,38.66,-90.26

Multiple_Gunshots,7/8/2013,38.67,-90.22

Multiple_Gunshots,7/8/2013,38.66,-90.26

Single_Gunshot,7/8/2013,38.67,-90.27

Single_Gunshot,7/8/2013,38.68,-90.23

Multiple_Gunshots,7/8/2013,38.68,-90.29

Multiple_Gunshots,7/8/2013,38.67,-90.26

Multiple_Gunshots,7/8/2013,38.67,-90.26

Single_Gunshot,7/8/2013,38.66,-90.25

Multiple_Gunshots,7/7/2013,38.67,-90.26

Multiple_Gunshots,7/7/2013,38.68,-90.28

Single_Gunshot,7/7/2013,38.67,-90.24

Multiple_Gunshots,7/7/2013,38.66,-90.23

Multiple_Gunshots,7/7/2013,38.67,-90.24

Multiple_Gunshots,7/7/2013,38.66,-90.25

Gunshot_or_firework,7/7/2013,38.68,-90.21

Gunshot_or_firework,7/7/2013,38.67,-90.23

Multiple_Gunshots,7/7/2013,38.68,-90.28

Single_Gunshot,7/7/2013,38.68,-90.28

Single_Gunshot,7/7/2013,38.66,-90.22

Single_Gunshot,7/7/2013,38.67,-90.26

Single_Gunshot,7/7/2013,38.66,-90.24

Multiple_Gunshots,7/7/2013,38.67,-90.23

Multiple_Gunshots,7/7/2013,38.67,-90.23

Single_Gunshot,7/7/2013,38.67,-90.26

Single_Gunshot,7/7/2013,38.67,-90.26

Single_Gunshot,7/7/2013,38.67,-90.26

Single_Gunshot,7/7/2013,38.68,-90.25

Single_Gunshot,7/7/2013,38.66,-90.22

Multiple_Gunshots,7/7/2013,38.68,-90.26

Single_Gunshot,7/7/2013,38.66,-90.22

Multiple_Gunshots,7/7/2013,38.67,-90.25

Single_Gunshot,7/7/2013,38.67,-90.23

Multiple_Gunshots,7/6/2013,38.68,-90.28

Single_Gunshot,7/6/2013,38.67,-90.23

Multiple_Gunshots,7/6/2013,38.66,-90.22

Single_Gunshot,7/6/2013,38.67,-90.27

Multiple_Gunshots,7/6/2013,38.67,-90.23

Multiple_Gunshots,7/6/2013,38.67,-90.23

Multiple_Gunshots,7/6/2013,38.67,-90.24

Multiple_Gunshots,7/6/2013,38.66,-90.23

Multiple_Gunshots,7/6/2013,38.67,-90.24

Multiple_Gunshots,7/6/2013,38.66,-90.24

Gunshot_or_firework,7/6/2013,38.67,-90.25

Single_Gunshot,7/6/2013,38.66,-90.23

Multiple_Gunshots,7/6/2013,38.66,-90.27

Multiple_Gunshots,7/6/2013,38.69,-90.28

Single_Gunshot,7/6/2013,38.65,-90.26

Single_Gunshot,7/6/2013,38.65,-90.25

Single_Gunshot,7/6/2013,38.68,-90.22

Single_Gunshot,7/6/2013,38.67,-90.24

Multiple_Gunshots,7/5/2013,38.65,-90.25

Single_Gunshot,7/5/2013,38.65,-90.25

Single_Gunshot,7/5/2013,38.67,-90.26

Multiple_Gunshots,7/5/2013,38.66,-90.25

Single_Gunshot,7/5/2013,38.67,-90.24

Multiple_Gunshots,7/5/2013,38.67,-90.26

Single_Gunshot,7/5/2013,38.67,-90.24

Single_Gunshot,7/5/2013,38.66,-90.3

Single_Gunshot,7/5/2013,38.68,-90.28

Multiple_Gunshots,7/5/2013,38.67,-90.23

Single_Gunshot,7/5/2013,38.66,-90.26

Single_Gunshot,7/5/2013,38.66,-90.26

Multiple_Gunshots,7/5/2013,38.66,-90.26

Single_Gunshot,7/5/2013,38.66,-90.26

Single_Gunshot,7/5/2013,38.66,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.21

Multiple_Gunshots,7/5/2013,38.67,-90.28

Multiple_Gunshots,7/5/2013,38.67,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.28

Single_Gunshot,7/5/2013,38.66,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.21

Multiple_Gunshots,7/5/2013,38.68,-90.23

Multiple_Gunshots,7/5/2013,38.66,-90.28

Multiple_Gunshots,7/5/2013,38.66,-90.28

Single_Gunshot,7/5/2013,38.66,-90.28

Multiple_Gunshots,7/5/2013,38.67,-90.25

Gunshot_or_firework,7/5/2013,38.66,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.24

Gunshot_or_firework,7/5/2013,38.66,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.25

Multiple_Gunshots,7/5/2013,38.66,-90.23

Single_Gunshot,7/5/2013,38.66,-90.23

Single_Gunshot,7/5/2013,38.68,-90.27

Multiple_Gunshots,7/5/2013,38.67,-90.23

Multiple_Gunshots,7/5/2013,38.67,-90.23

Multiple_Gunshots,7/5/2013,38.66,-90.23

Multiple_Gunshots,7/5/2013,38.66,-90.27

Multiple_Gunshots,7/5/2013,38.67,-90.25

Multiple_Gunshots,7/5/2013,38.67,-90.25

Multiple_Gunshots,7/5/2013,38.67,-90.26

Multiple_Gunshots,7/4/2013,38.68,-90.26

Multiple_Gunshots,7/4/2013,38.67,-90.24

Multiple_Gunshots,7/4/2013,38.67,-90.25

Multiple_Gunshots,7/4/2013,38.68,-90.27

Multiple_Gunshots,7/4/2013,38.67,-90.22

Multiple_Gunshots,7/4/2013,38.68,-90.23

Single_Gunshot,7/4/2013,38.68,-90.23

Single_Gunshot,7/4/2013,38.67,-90.26

Multiple_Gunshots,7/4/2013,38.67,-90.23

Multiple_Gunshots,7/4/2013,38.66,-90.26

Multiple_Gunshots,7/4/2013,38.67,-90.28

Single_Gunshot,7/4/2013,38.67,-90.28

Multiple_Gunshots,7/4/2013,38.67,-90.25

Multiple_Gunshots,7/4/2013,38.66,-90.23

Single_Gunshot,7/4/2013,38.66,-90.23

Single_Gunshot,7/4/2013,38.66,-90.23

Single_Gunshot,7/4/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.25

Multiple_Gunshots,7/3/2013,38.67,-90.25

Multiple_Gunshots,7/3/2013,38.67,-90.23

Gunshot_or_firework,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.23

Multiple_Gunshots,7/3/2013,38.67,-90.23

Single_Gunshot,7/3/2013,38.67,-90.23

Single_Gunshot,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.21

Single_Gunshot,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.22

Multiple_Gunshots,7/3/2013,38.67,-90.22

Multiple_Gunshots,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.25

Single_Gunshot,7/3/2013,38.65,-90.24

Multiple_Gunshots,7/3/2013,38.67,-90.24

Multiple_Gunshots,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.67,-90.23

Gunshot_or_firework,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.66,-90.25

Single_Gunshot,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.66,-90.25

Single_Gunshot,7/3/2013,38.67,-90.23

Single_Gunshot,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.25

Single_Gunshot,7/3/2013,38.67,-90.22

Multiple_Gunshots,7/3/2013,38.68,-90.24

Multiple_Gunshots,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.67,-90.25

Gunshot_or_firework,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.67,-90.23

Multiple_Gunshots,7/3/2013,38.66,-90.28

Multiple_Gunshots,7/3/2013,38.66,-90.28

Single_Gunshot,7/3/2013,38.66,-90.28

Single_Gunshot,7/3/2013,38.66,-90.25

Single_Gunshot,7/3/2013,38.66,-90.26

Single_Gunshot,7/3/2013,38.66,-90.26

Single_Gunshot,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.24

Single_Gunshot,7/3/2013,38.67,-90.25

Single_Gunshot,7/3/2013,38.68,-90.26

Multiple_Gunshots,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.27

Multiple_Gunshots,7/3/2013,38.67,-90.27

Multiple_Gunshots,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.68,-90.29

Multiple_Gunshots,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.23

Multiple_Gunshots,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.24

Single_Gunshot,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.67,-90.27

Gunshot_or_firework,7/3/2013,38.67,-90.28

Single_Gunshot,7/3/2013,38.67,-90.28

Gunshot_or_firework,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.66,-90.21

Single_Gunshot,7/3/2013,38.68,-90.25

Single_Gunshot,7/3/2013,38.67,-90.25

Single_Gunshot,7/3/2013,38.68,-90.24

Single_Gunshot,7/3/2013,38.67,-90.28

Gunshot_or_firework,7/3/2013,38.66,-90.22

Gunshot_or_firework,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.67,-90.28

Single_Gunshot,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.27

Single_Gunshot,7/3/2013,38.68,-90.25

Single_Gunshot,7/3/2013,38.68,-90.25

Single_Gunshot,7/3/2013,38.66,-90.26

Single_Gunshot,7/3/2013,38.67,-90.25

Single_Gunshot,7/3/2013,38.68,-90.26

Multiple_Gunshots,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.67,-90.26

Gunshot_or_firework,7/3/2013,38.67,-90.24

Multiple_Gunshots,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.27

Gunshot_or_firework,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.65,-90.26

Single_Gunshot,7/3/2013,38.66,-90.25

Single_Gunshot,7/3/2013,38.66,-90.21

Multiple_Gunshots,7/3/2013,38.66,-90.26

Multiple_Gunshots,7/3/2013,38.67,-90.27

Multiple_Gunshots,7/3/2013,38.67,-90.27

Multiple_Gunshots,7/3/2013,38.67,-90.26

Single_Gunshot,7/3/2013,38.66,-90.21

Single_Gunshot,7/3/2013,38.66,-90.21

Single_Gunshot,7/3/2013,38.67,-90.27

Gunshot_or_firework,7/3/2013,38.67,-90.22

Single_Gunshot,7/3/2013,38.68,-90.27

Single_Gunshot,7/3/2013,38.68,-90.27

Multiple_Gunshots,7/3/2013,38.66,-90.23

Single_Gunshot,7/3/2013,38.67,-90.24

Single_Gunshot,7/3/2013,38.66,-90.24

Single_Gunshot,7/3/2013,38.67,-90.23

Multiple_Gunshots,7/3/2013,38.68,-90.27

Single_Gunshot,7/3/2013,38.68,-90.25

Single_Gunshot,7/3/2013,38.67,-90.24

Single_Gunshot,7/2/2013,38.67,-90.24

Multiple_Gunshots,7/2/2013,38.65,-90.25

Multiple_Gunshots,7/2/2013,38.67,-90.23

Single_Gunshot,7/2/2013,38.67,-90.27

Single_Gunshot,7/2/2013,38.67,-90.27

Single_Gunshot,7/2/2013,38.65,-90.26

Single_Gunshot,7/2/2013,38.67,-90.27

Multiple_Gunshots,7/2/2013,38.68,-90.27

Single_Gunshot,7/2/2013,38.67,-90.22

Gunshot_or_firework,7/2/2013,38.68,-90.27

Multiple_Gunshots,7/2/2013,38.68,-90.24

Single_Gunshot,7/2/2013,38.67,-90.22

Multiple_Gunshots,7/2/2013,38.66,-90.24

Multiple_Gunshots,7/1/2013,38.67,-90.25

Single_Gunshot,7/1/2013,38.69,-90.23

Multiple_Gunshots,7/1/2013,38.67,-90.27

Multiple_Gunshots,7/1/2013,38.68,-90.27

Multiple_Gunshots,7/1/2013,38.68,-90.23

Multiple_Gunshots,7/1/2013,38.67,-90.27

Multiple_Gunshots,7/1/2013,38.67,-90.27

Multiple_Gunshots,7/1/2013,38.67,-90.23

Gunshot_or_firework,7/1/2013,38.67,-90.27

Multiple_Gunshots,7/1/2013,38.67,-90.24

Multiple_Gunshots,7/1/2013,38.67,-90.24

Multiple_Gunshots,7/1/2013,38.67,-90.24

Single_Gunshot,7/1/2013,38.68,-90.23

Single_Gunshot,6/30/2013,38.68,-90.28

Single_Gunshot,6/30/2013,38.68,-90.27

Single_Gunshot,6/30/2013,38.68,-90.27

Single_Gunshot,6/30/2013,38.67,-90.27

Multiple_Gunshots,6/30/2013,38.67,-90.26

Multiple_Gunshots,6/30/2013,38.68,-90.27

Multiple_Gunshots,6/30/2013,38.66,-90.23

Multiple_Gunshots,6/30/2013,38.67,-90.26

Multiple_Gunshots,6/30/2013,38.68,-90.27

Multiple_Gunshots,6/30/2013,38.68,-90.26

Gunshot_or_firework,6/30/2013,38.68,-90.22

Multiple_Gunshots,6/30/2013,38.67,-90.23

Single_Gunshot,6/30/2013,38.66,-90.23

Single_Gunshot,6/30/2013,38.67,-90.22

Single_Gunshot,6/29/2013,38.68,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.23

Single_Gunshot,6/29/2013,38.67,-90.24

Single_Gunshot,6/29/2013,38.68,-90.23

Single_Gunshot,6/29/2013,38.67,-90.27

Single_Gunshot,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.22

Single_Gunshot,6/29/2013,38.67,-90.22

Multiple_Gunshots,6/29/2013,38.68,-90.24

Multiple_Gunshots,6/29/2013,38.68,-90.24

Multiple_Gunshots,6/29/2013,38.68,-90.24

Multiple_Gunshots,6/29/2013,38.68,-90.24

Single_Gunshot,6/29/2013,38.68,-90.24

Single_Gunshot,6/29/2013,38.67,-90.25

Single_Gunshot,6/29/2013,38.68,-90.23

Multiple_Gunshots,6/29/2013,38.68,-90.23

Single_Gunshot,6/29/2013,38.67,-90.26

Single_Gunshot,6/29/2013,38.67,-90.26

Single_Gunshot,6/29/2013,38.68,-90.23

Multiple_Gunshots,6/29/2013,38.66,-90.25

Single_Gunshot,6/29/2013,38.67,-90.27

Multiple_Gunshots,6/29/2013,38.66,-90.23

Multiple_Gunshots,6/29/2013,38.68,-90.27

Single_Gunshot,6/29/2013,38.67,-90.24

Single_Gunshot,6/29/2013,38.67,-90.25

Single_Gunshot,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.68,-90.27

Single_Gunshot,6/29/2013,38.67,-90.24

Single_Gunshot,6/29/2013,38.67,-90.27

Single_Gunshot,6/29/2013,38.67,-90.27

Gunshot_or_firework,6/29/2013,38.67,-90.28

Gunshot_or_firework,6/29/2013,38.68,-90.24

Single_Gunshot,6/29/2013,38.67,-90.24

Multiple_Gunshots,6/29/2013,38.67,-90.24

Single_Gunshot,6/29/2013,38.68,-90.29

Single_Gunshot,6/29/2013,38.67,-90.27

Single_Gunshot,6/29/2013,38.66,-90.23

Gunshot_or_firework,6/28/2013,38.67,-90.26

Single_Gunshot,6/28/2013,38.68,-90.28

Single_Gunshot,6/28/2013,38.67,-90.27

Single_Gunshot,6/28/2013,38.68,-90.24

Multiple_Gunshots,6/28/2013,38.67,-90.24

Single_Gunshot,6/28/2013,38.67,-90.27

Gunshot_or_firework,6/28/2013,38.68,-90.25

Multiple_Gunshots,6/28/2013,38.67,-90.22

Single_Gunshot,6/28/2013,38.68,-90.28

Single_Gunshot,6/28/2013,38.67,-90.27

Multiple_Gunshots,6/28/2013,38.67,-90.24

Gunshot_or_firework,6/28/2013,38.67,-90.27

Gunshot_or_firework,6/28/2013,38.67,-90.27

Gunshot_or_firework,6/28/2013,38.68,-90.23

Gunshot_or_firework,6/28/2013,38.68,-90.23

Single_Gunshot,6/28/2013,38.67,-90.23

Single_Gunshot,6/28/2013,38.67,-90.27

Single_Gunshot,6/28/2013,38.68,-90.29

Single_Gunshot,6/28/2013,38.68,-90.29

Single_Gunshot,6/28/2013,38.68,-90.24

Single_Gunshot,6/27/2013,38.66,-90.26

Multiple_Gunshots,6/27/2013,38.67,-90.27

Multiple_Gunshots,6/27/2013,38.67,-90.25

Multiple_Gunshots,6/27/2013,38.68,-90.26

Gunshot_or_firework,6/27/2013,38.68,-90.24

Multiple_Gunshots,6/27/2013,38.68,-90.29

Multiple_Gunshots,6/27/2013,38.67,-90.27

Multiple_Gunshots,6/27/2013,38.67,-90.25

Multiple_Gunshots,6/27/2013,38.67,-90.27

Multiple_Gunshots,6/27/2013,38.67,-90.24

Multiple_Gunshots,6/27/2013,38.67,-90.24

Single_Gunshot,6/27/2013,38.67,-90.25

Multiple_Gunshots,6/27/2013,38.66,-90.26

Multiple_Gunshots,6/27/2013,38.67,-90.26

Single_Gunshot,6/27/2013,38.67,-90.27

Single_Gunshot,6/27/2013,38.67,-90.24

Gunshot_or_firework,6/27/2013,38.67,-90.25

Single_Gunshot,6/27/2013,38.67,-90.24

Gunshot_or_firework,6/27/2013,38.67,-90.27

Single_Gunshot,6/27/2013,38.67,-90.27

Single_Gunshot,6/27/2013,38.67,-90.27

Single_Gunshot,6/27/2013,38.68,-90.24

Single_Gunshot,6/27/2013,38.68,-90.28

Multiple_Gunshots,6/27/2013,38.67,-90.24

Multiple_Gunshots,6/27/2013,38.67,-90.24

Single_Gunshot,6/26/2013,38.67,-90.26

Single_Gunshot,6/26/2013,38.67,-90.26

Single_Gunshot,6/26/2013,38.66,-90.28

single_Gunshot,6/26/2013,38.67,-90.26

Gunshot_or_firework,6/26/2013,38.68,-90.27

Multiple_Gunshots,6/26/2013,38.67,-90.27

Single_Gunshot,6/26/2013,38.66,-90.28

Single_Gunshot,6/26/2013,38.68,-90.23

Multiple_Gunshots,6/26/2013,38.67,-90.27

Single_Gunshot,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.67,-90.23

Single_Gunshot,6/26/2013,38.67,-90.27

Multiple_Gunshots,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.68,-90.24

Multiple_Gunshots,6/26/2013,38.67,-90.28

Single_Gunshot,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.67,-90.27

Single_Gunshot,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.68,-90.24

Single_Gunshot,6/26/2013,38.68,-90.24

Gunshot_or_firework,6/26/2013,38.67,-90.27

Multiple_Gunshots,6/26/2013,38.67,-90.26

Gunshot_or_firework,6/26/2013,38.67,-90.26

Multiple_Gunshots,6/26/2013,38.67,-90.27

Multiple_Gunshots,6/26/2013,38.66,-90.26

Multiple_Gunshots,6/26/2013,38.67,-90.27

Single_Gunshot,6/26/2013,38.67,-90.27

Multiple_Gunshots,6/26/2013,38.67,-90.23

Multiple_Gunshots,6/25/2013,38.67,-90.24

Single_Gunshot,6/25/2013,38.67,-90.24

Single_Gunshot,6/25/2013,38.67,-90.26

Multiple_Gunshots,6/25/2013,38.67,-90.26

Single_Gunshot,6/25/2013,38.66,-90.26

Single_Gunshot,6/25/2013,38.67,-90.27

Single_Gunshot,6/25/2013,38.67,-90.25

Multiple_Gunshots,6/25/2013,38.67,-90.22

Multiple_Gunshots,6/25/2013,38.66,-90.23

Single_Gunshot,6/25/2013,38.67,-90.26

Gunshot_or_firework,6/25/2013,38.67,-90.22

Multiple_Gunshots,6/25/2013,38.67,-90.27

Multiple_Gunshots,6/25/2013,38.67,-90.27

Multiple_Gunshots,6/25/2013,38.67,-90.23

Single_Gunshot,6/25/2013,38.67,-90.22

Multiple_Gunshots,6/25/2013,38.67,-90.25

Multiple_Gunshots,6/25/2013,38.67,-90.26

Single_Gunshot,6/25/2013,38.67,-90.27

Multiple_Gunshots,6/25/2013,38.66,-90.27

Multiple_Gunshots,6/25/2013,38.67,-90.25

Single_Gunshot,6/25/2013,38.68,-90.28

Single_Gunshot,6/25/2013,38.67,-90.28

Multiple_Gunshots,6/25/2013,38.68,-90.28

Multiple_Gunshots,6/25/2013,38.68,-90.27

Single_Gunshot,6/24/2013,38.68,-90.27

Single_Gunshot,6/24/2013,38.68,-90.29

Multiple_Gunshots,6/24/2013,38.68,-90.29

Single_Gunshot,6/24/2013,38.68,-90.29

Single_Gunshot,6/24/2013,38.67,-90.29

Single_Gunshot,6/24/2013,38.67,-90.26

Multiple_Gunshots,6/24/2013,38.67,-90.27

Gunshot_or_firework,6/24/2013,38.67,-90.26

Multiple_Gunshots,6/24/2013,38.67,-90.27

Multiple_Gunshots,6/24/2013,38.67,-90.27

Multiple_Gunshots,6/24/2013,38.67,-90.27

Multiple_Gunshots,6/24/2013,38.67,-90.22

Single_Gunshot,6/24/2013,38.67,-90.27

Single_Gunshot,6/24/2013,38.67,-90.27

Single_Gunshot,6/24/2013,38.67,-90.27

Gunshot_or_firework,6/24/2013,38.67,-90.27

Single_Gunshot,6/24/2013,38.66,-90.25

Multiple_Gunshots,6/23/2013,38.67,-90.24

Multiple_Gunshots,6/23/2013,38.66,-90.26

Multiple_Gunshots,6/23/2013,38.67,-90.22

Single_Gunshot,6/23/2013,38.67,-90.26

Single_Gunshot,6/23/2013,38.67,-90.23

Single_Gunshot,6/22/2013,38.67,-90.27

Single_Gunshot,6/22/2013,38.67,-90.24

Multiple_Gunshots,6/22/2013,38.67,-90.27

Single_Gunshot,6/22/2013,38.67,-90.24

Multiple_Gunshots,6/22/2013,38.67,-90.24

Single_Gunshot,6/22/2013,38.66,-90.26

Single_Gunshot,6/22/2013,38.67,-90.24

Single_Gunshot,6/22/2013,38.67,-90.22

Single_Gunshot,6/22/2013,38.67,-90.27

Single_Gunshot,6/22/2013,38.67,-90.25

Single_Gunshot,6/22/2013,38.67,-90.26

Multiple_Gunshots,6/22/2013,38.66,-90.28

Single_Gunshot,6/22/2013,38.67,-90.24

Multiple_Gunshots,6/22/2013,38.66,-90.26

Multiple_Gunshots,6/22/2013,38.66,-90.26

Multiple_Gunshots,6/22/2013,38.66,-90.26

Single_Gunshot,6/21/2013,38.67,-90.21

Multiple_Gunshots,6/21/2013,38.66,-90.25

Single_Gunshot,6/21/2013,38.67,-90.24

Single_Gunshot,6/21/2013,38.67,-90.22

Multiple_Gunshots,6/21/2013,38.66,-90.23

Multiple_Gunshots,6/21/2013,38.67,-90.28

Single_Gunshot,6/21/2013,38.67,-90.22

Single_Gunshot,6/21/2013,38.67,-90.22

Multiple_Gunshots,6/21/2013,38.67,-90.23

Multiple_Gunshots,6/21/2013,38.68,-90.27

Single_Gunshot,6/21/2013,38.67,-90.28

Multiple_Gunshots,6/20/2013,38.67,-90.27

Single_Gunshot,6/20/2013,38.66,-90.27

Single_Gunshot,6/20/2013,38.67,-90.27

Multiple_Gunshots,6/20/2013,38.67,-90.26

Single_Gunshot,6/20/2013,38.68,-90.28

Single_Gunshot,6/20/2013,38.66,-90.23

Single_Gunshot,6/20/2013,38.67,-90.24

Multiple_Gunshots,6/19/2013,38.67,-90.24

Multiple_Gunshots,6/19/2013,38.67,-90.24

Single_Gunshot,6/19/2013,38.67,-90.27

Single_Gunshot,6/19/2013,38.67,-90.27

Gunshot_or_firework,6/19/2013,38.67,-90.25

Single_Gunshot,6/19/2013,38.67,-90.26

Multiple_Gunshots,6/19/2013,38.67,-90.22

Multiple_Gunshots,6/19/2013,38.67,-90.22

Multiple_Gunshots,6/19/2013,38.67,-90.22

Single_Gunshot,6/19/2013,38.68,-90.27

Multiple_Gunshots,6/19/2013,38.65,-90.25

Gunshot_or_firework,6/19/2013,38.67,-90.26

Single_Gunshot,6/19/2013,38.68,-90.28

Multiple_Gunshots,6/19/2013,38.68,-90.26

Single_Gunshot,6/19/2013,38.68,-90.24

Single_Gunshot,6/18/2013,38.69,-90.29

Single_Gunshot,6/18/2013,38.67,-90.27

Single_Gunshot,6/18/2013,38.69,-90.28

Single_Gunshot,6/18/2013,38.68,-90.22

Multiple_Gunshots,6/18/2013,38.67,-90.27

Multiple_Gunshots,6/18/2013,38.67,-90.27

Single_Gunshot,6/18/2013,38.69,-90.29

Multiple_Gunshots,6/18/2013,38.68,-90.28

Single_Gunshot,6/18/2013,38.67,-90.27

Multiple_Gunshots,6/18/2013,38.67,-90.26

